dataset,model,train_rows,test_rows,test_start_date,test_end_date,MAE,RMSE,R2
baseline_calendar_autoreg_same_window,RandomForest,857,220,2025-07-22,2025-11-08,3.1545390261977015,4.97428945249113,0.9415130392824124
baseline_calendar_autoreg_same_window,Ridge,857,220,2025-07-22,2025-11-08,8.865654795766064,14.477469794339227,0.5045700212009581
baseline_plus_trends_same_window,RandomForest,857,220,2025-07-22,2025-11-08,3.132730777330133,4.798254627483877,0.9455793745054857
baseline_plus_trends_same_window,Ridge,857,220,2025-07-22,2025-11-08,8.125453438744131,12.372560776161858,0.6381603629308227
